epoch,train_loss,val_loss_aug,val_loss_noaug,acc_aug,acc_noaug,auc_aug,auc_noaug,epoch_time_sec,best_auc_aug,best_epoch,best_acc_aug,best_acc_auc_aug,best_acc_epoch
1,0.26950879314804776,0.2978906714916229,0.08886931870753566,0.86,0.9733333333333334,0.9520413620966304,0.999821715100731,547.8855612277985,0.9520413620966304,1,0.86,0.9520413620966304,1
2,0.2810706805306322,0.35226726313432055,0.10854822233319282,0.82,0.9733333333333334,0.9222677839187021,0.999821715100731,546.7656581401825,0.9520413620966304,1,0.86,0.9520413620966304,1
3,0.2575897179456318,0.3352130725979805,0.07869178345426917,0.8466666666666667,0.9733333333333334,0.938848279550722,0.999643430201462,542.5886061191559,0.9520413620966304,1,0.86,0.9520413620966304,1
4,0.2739133674344596,0.3160080007712046,0.07670021985967954,0.84,0.98,0.9436619718309859,0.999465145302193,549.505179643631,0.9520413620966304,1,0.86,0.9520413620966304,1
5,0.23943609548876446,0.2137872195864717,0.053358396543189884,0.9066666666666666,0.98,0.9787840969869852,0.999821715100731,553.824577331543,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
6,0.270269066012081,0.24798979605237642,0.11558749822278817,0.9066666666666666,0.96,0.9663041540381531,0.999821715100731,560.6511883735657,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
7,0.2716678166564773,0.3642076793561379,0.19253509650627773,0.8666666666666667,0.9266666666666666,0.955250490283473,0.999465145302193,570.853643655777,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
8,0.30054823031320294,0.29811185886462527,0.11463631181667248,0.88,0.9733333333333334,0.949545373506864,0.999643430201462,537.7179489135742,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
9,0.22813508659601212,0.4291441855827967,0.04141751452659567,0.82,0.9866666666666667,0.9327865929755751,0.999643430201462,522.5803003311157,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
10,0.23535307822858587,0.2729866295059522,0.08415604777634143,0.88,0.98,0.9452665359244071,0.999465145302193,512.9506990909576,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
11,0.2684070009869688,0.3195920264720917,0.07593225287894408,0.8466666666666667,0.9733333333333334,0.9420574077375646,0.9992868604029239,513.0372273921967,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
12,0.2550712929929004,0.31329530258973437,0.14675322219729423,0.8866666666666667,0.9666666666666667,0.9477625245141736,0.999643430201462,514.9106080532074,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
13,0.24170921804629925,0.204581835269928,0.08965144944687685,0.8933333333333333,0.9733333333333334,0.9759315385986806,0.999643430201462,512.8509378433228,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
14,0.22313336027019165,0.3373295565197865,0.05985078054169814,0.8866666666666667,0.98,0.9449099661258692,0.999643430201462,514.6365447044373,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
15,0.27396630958160934,0.312345548470815,0.1102578543126583,0.8866666666666667,0.9733333333333334,0.9418791228382956,0.999643430201462,513.0021874904633,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
16,0.269717224972213,0.3321672652165095,0.06043790725370248,0.8533333333333334,0.9866666666666667,0.9556070600820111,0.999643430201462,513.9399659633636,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
17,0.2659434445552966,0.2692878596981366,0.13987606058518093,0.8666666666666667,0.9533333333333334,0.9605990372615438,0.999465145302193,515.2201297283173,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
18,0.23908751068746342,0.2868067373087009,0.08014993610481422,0.8666666666666667,0.98,0.9577464788732395,0.999643430201462,519.2380788326263,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
19,0.23747405459775645,0.3964965343475342,0.06598805621266365,0.8466666666666667,0.9866666666666667,0.9372437154573008,0.999643430201462,518.0099716186523,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
20,0.20593226214980379,0.28829904067640505,0.06569754069050153,0.86,0.98,0.9582813335710465,0.999643430201462,517.7605662345886,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
21,0.21606750642552094,0.2892963732779026,0.09967527622977893,0.8933333333333333,0.9733333333333334,0.943840256730255,0.999643430201462,518.975857257843,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
22,0.26010327859398197,0.26605575104554496,0.08121673133224248,0.9,0.98,0.9570333392761633,0.999643430201462,519.0755484104156,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
23,0.22134850544088028,0.2914356211821238,0.07223853051662445,0.8866666666666667,0.98,0.9550722053842039,0.999643430201462,519.2153265476227,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
24,0.2188541553914547,0.2965433402111133,0.08210135509570439,0.8733333333333333,0.9733333333333334,0.9486539490105188,0.999643430201462,518.845737695694,0.9787840969869852,5,0.9066666666666666,0.9787840969869852,5
25,0.2384187699722893,0.23340079545974732,0.096456317131718,0.9266666666666666,0.98,0.9711178463184168,0.999643430201462,518.7509074211121,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
26,0.2566401978406836,0.30513154695431394,0.09528866104781628,0.8933333333333333,0.98,0.9491888037083259,0.999465145302193,518.9307305812836,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
27,0.19061975671964534,0.24678393135468166,0.0690396218498548,0.8933333333333333,0.9866666666666667,0.9622036013549652,0.999465145302193,518.3196494579315,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
28,0.25004378091763046,0.37134643773237863,0.07160840459167957,0.8466666666666667,0.9866666666666667,0.9240506329113924,0.999465145302193,517.9046952724457,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
29,0.23748907615156734,0.2707814049720764,0.07228687976797422,0.8933333333333333,0.9866666666666667,0.9638081654483865,0.9992868604029239,519.7868340015411,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
30,0.25506119147819634,0.36729784816503525,0.14415694423019887,0.8533333333333334,0.9733333333333334,0.9358174362631485,0.9992868604029239,519.6966695785522,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
31,0.2473232053307926,0.3068262618780136,0.08369120754301548,0.8666666666666667,0.9866666666666667,0.9461579604207524,0.9991085755036548,519.001886844635,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
32,0.22611684689626974,0.3303559499979019,0.08759935236225526,0.88,0.9866666666666667,0.9336780174719201,0.9992868604029239,518.7025945186615,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
33,0.20833052835482008,0.2960031682252884,0.0747384012552599,0.8866666666666667,0.9866666666666667,0.9488322339097879,0.999465145302193,519.0225365161896,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
34,0.24040435503510868,0.2710114653905233,0.06763012264544765,0.86,0.98,0.9636298805491175,0.999643430201462,518.9218378067017,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
35,0.22383683112504726,0.24369241813818612,0.12328384210666021,0.9,0.9733333333333334,0.9714744161169548,0.999643430201462,519.2319719791412,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
36,0.24376047036227058,0.27502942899862926,0.1308361790701747,0.9266666666666666,0.9733333333333334,0.9548939204849348,0.999465145302193,519.2422330379486,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
37,0.21828376160825,0.2297530436515808,0.11637775640934706,0.9,0.98,0.9700481369228027,0.9992868604029239,519.4935758113861,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
38,0.20602764220798717,0.20731412549813588,0.08825242303311825,0.92,0.98,0.9705829916206098,0.999465145302193,516.952630519867,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
39,0.2318562176314128,0.21259223232666652,0.09701852351427079,0.92,0.98,0.9745052594045285,0.999465145302193,513.639652967453,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
40,0.20679808620144338,0.2693054721752803,0.07401930720855793,0.8866666666666667,0.98,0.9527545016937066,0.999643430201462,512.6078224182129,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
41,0.20932818119578503,0.21496234357357025,0.10031956893702348,0.9066666666666666,0.9733333333333334,0.9773578177928329,0.999643430201462,512.6538419723511,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
42,0.23458954686627667,0.28368372201919556,0.16044125198076167,0.9066666666666666,0.9733333333333334,0.9693349973257265,0.999643430201462,512.5896213054657,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
43,0.1980540310854421,0.2603725316127141,0.10087378967553377,0.8933333333333333,0.98,0.9636298805491175,0.999643430201462,512.0108630657196,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
44,0.23052101680570666,0.23255233749747276,0.10199361356596152,0.88,0.9733333333333334,0.96683900873596,0.999643430201462,512.4300072193146,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
45,0.21259960846865877,0.46046116068959236,0.05266772467643022,0.8066666666666666,0.9866666666666667,0.9320734533784989,0.999643430201462,513.0475649833679,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
46,0.2018738322222934,0.24853838562965394,0.09265415431310733,0.88,0.98,0.9639864503476555,0.999465145302193,512.17831158638,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
47,0.2116933883551289,0.2737176554898421,0.06939228328565757,0.8933333333333333,0.9866666666666667,0.9527545016937066,0.999643430201462,513.1842105388641,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
48,0.22978472550563953,0.2726351508498192,0.10657659326990446,0.8733333333333333,0.98,0.9630950258513105,0.999465145302193,513.0901033878326,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
49,0.2524496089009678,0.25934740344683327,0.059158722311258315,0.88,0.9866666666666667,0.9712961312176858,0.9992868604029239,512.7330260276794,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
50,0.22618510816027138,0.3178343205650647,0.07002955390761297,0.8866666666666667,0.9866666666666667,0.9429488322339098,0.9992868604029239,513.2868285179138,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
51,0.23864402011803845,0.3230511323610942,0.11381478073696295,0.8733333333333333,0.98,0.9393831342485292,0.9992868604029239,514.1336596012115,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
52,0.22666639372925548,0.34340376158555347,0.06460894888887803,0.8466666666666667,0.9866666666666667,0.9411659832412194,0.9992868604029239,514.2784075737,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
53,0.2527765586533967,0.34346483667691546,0.08384997718657057,0.8533333333333334,0.98,0.9363522909609556,0.999465145302193,512.9202787876129,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
54,0.21798061113147174,0.2424080390483141,0.051057626629869145,0.9,0.98,0.977179532893564,0.999465145302193,511.98915243148804,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
55,0.18386265416355693,0.29107052862644195,0.13863277330373724,0.9066666666666666,0.98,0.9600641825637368,0.999465145302193,512.3229768276215,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
56,0.22366452127256814,0.25916844805081685,0.11124671524080137,0.8666666666666667,0.98,0.9618470315564271,0.999465145302193,512.7753577232361,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
57,0.21115415065384963,0.33149775008360544,0.17295981682837008,0.8733333333333333,0.9533333333333334,0.9507933678017472,0.999643430201462,513.4651939868927,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
58,0.24007133967736188,0.3715346133708954,0.16009975865483284,0.86,0.9733333333333334,0.9301123194865395,0.999643430201462,514.0806269645691,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
59,0.21915497370173825,0.252344761689504,0.1221088121086359,0.9066666666666666,0.9733333333333334,0.9627384560527723,0.999465145302193,512.1648743152618,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
60,0.20484994892688357,0.214419428507487,0.06825322267288964,0.9066666666666666,0.9866666666666667,0.9752183990016046,0.9989302906043859,512.2249553203583,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
61,0.21387644615243462,0.23505156735579172,0.10860544430712858,0.92,0.98,0.9686218577286504,0.999643430201462,512.8537201881409,0.9787840969869852,5,0.9266666666666666,0.9711178463184168,25
