epoch,train_loss,val_loss_aug,val_loss_noaug,acc_aug,acc_noaug,auc_aug,auc_noaug,epoch_time_sec,best_auc_aug,best_epoch,best_acc_aug,best_acc_auc_aug,best_acc_epoch
1,0.2693069751341553,0.23058904051780701,0.07072827924663821,0.9,0.98,0.9654127295418077,0.999465145302193,547.0653848648071,0.9654127295418077,1,0.9,0.9654127295418077,1
2,0.26937192333971754,0.36629849513371787,0.11339860330646237,0.86,0.9666666666666667,0.92084150472455,0.999643430201462,546.4315459728241,0.9654127295418077,1,0.9,0.9654127295418077,1
3,0.24933538020533674,0.28419100046157836,0.08632202689225475,0.88,0.9866666666666667,0.9513282224995543,0.999465145302193,542.2678010463715,0.9654127295418077,1,0.9,0.9654127295418077,1
4,0.263331575275344,0.3096791409452756,0.07430120894064506,0.86,0.98,0.944553396327331,0.999465145302193,549.1803896427155,0.9654127295418077,1,0.9,0.9654127295418077,1
5,0.23411622810786972,0.25892765225221714,0.06131851026167472,0.9066666666666666,0.9866666666666667,0.9707612765198788,0.999465145302193,552.8329908847809,0.9707612765198788,5,0.9066666666666666,0.9707612765198788,5
6,0.2524589358708438,0.2972948131461938,0.10661590502907832,0.8866666666666667,0.96,0.949545373506864,0.999465145302193,560.1453223228455,0.9707612765198788,5,0.9066666666666666,0.9707612765198788,5
7,0.2736266656482921,0.3569325019915899,0.1769389156003793,0.86,0.9533333333333334,0.9502585131039402,0.9992868604029239,570.5285561084747,0.9707612765198788,5,0.9066666666666666,0.9707612765198788,5
8,0.2871346421802745,0.2925523950656255,0.09425943187127511,0.9,0.9666666666666667,0.9470493849170976,0.999465145302193,537.3943424224854,0.9707612765198788,5,0.9066666666666666,0.9707612765198788,5
9,0.2430658721222597,0.3754453984896342,0.05848931965107719,0.84,0.9866666666666667,0.938848279550722,0.999465145302193,522.2624545097351,0.9707612765198788,5,0.9066666666666666,0.9707612765198788,5
10,0.24241666595725453,0.2774694912632306,0.10313343182206154,0.88,0.9666666666666667,0.9479408094134427,0.9985737208058477,512.629275560379,0.9707612765198788,5,0.9066666666666666,0.9707612765198788,5
11,0.2687768471591613,0.3681511691212654,0.05932985177884499,0.8533333333333334,0.9866666666666667,0.9424139775361027,0.999465145302193,512.7074687480927,0.9707612765198788,5,0.9066666666666666,0.9707612765198788,5
12,0.2426274828174535,0.33740673114856085,0.1285656312853098,0.8733333333333333,0.9533333333333334,0.9345694419682653,0.9991085755036548,514.580735206604,0.9707612765198788,5,0.9066666666666666,0.9707612765198788,5
13,0.23907179814599017,0.16817794064680736,0.07681116754810015,0.9333333333333333,0.9733333333333334,0.98341950436798,0.999465145302193,512.2144000530243,0.98341950436798,13,0.9333333333333333,0.98341950436798,13
14,0.2330026714679073,0.2733857117096583,0.0612302315607667,0.8933333333333333,0.9866666666666667,0.9593510429666607,0.999465145302193,514.3166625499725,0.98341950436798,13,0.9333333333333333,0.98341950436798,13
15,0.26238653813872265,0.31202578445275625,0.07266964223235846,0.84,0.98,0.9440185416295239,0.999465145302193,512.6869542598724,0.98341950436798,13,0.9333333333333333,0.98341950436798,13
16,0.2563225516413941,0.31828523457050323,0.07966988513246179,0.8666666666666667,0.98,0.9463362453200215,0.9992868604029239,513.6289956569672,0.98341950436798,13,0.9333333333333333,0.98341950436798,13
17,0.2597160215106081,0.2994743337233861,0.13301223238309223,0.86,0.9533333333333334,0.955607060082011,0.9994651453021929,514.8925094604492,0.98341950436798,13,0.9333333333333333,0.98341950436798,13
18,0.23608002587714616,0.2998364115009705,0.0788612321515878,0.8733333333333333,0.98,0.9561419147798181,0.9994651453021929,518.9099228382111,0.98341950436798,13,0.9333333333333333,0.98341950436798,13
